YEAR,LOCATION,FERTILIZER: (NITROGEN)APPLICATIONS in LB,"FERTILIZER: (NITROGEN)APPLICATIONS in LB / ACRE / APPLICATION, AVG","FERTILIZER: (NITROGEN)APPLICATIONS in LB / ACRE / YEAR, AVG","FERTILIZER: (NITROGEN)APPLICATIONS in NUMBER, AVG","FERTILIZER: (NITROGEN)TREATED in PCT OF AREA PLANTED, AVG",FERTILIZER: (PHOSPHATE)APPLICATIONS in LB,"FERTILIZER: (PHOSPHATE)APPLICATIONS in LB / ACRE / APPLICATION, AVG","FERTILIZER: (PHOSPHATE)APPLICATIONS in LB / ACRE / YEAR, AVG","FERTILIZER: (PHOSPHATE)APPLICATIONS in NUMBER, AVG","FERTILIZER: (POTASH)APPLICATIONS in LB / ACRE / APPLICATION, AVG","FERTILIZER: (POTASH)APPLICATIONS in LB / ACRE / YEAR, AVG","FERTILIZER: (POTASH)APPLICATIONS in NUMBER, AVG","FERTILIZER: (POTASH)TREATED in PCT OF AREA PLANTED, AVG","FERTILIZER: (SULFUR)APPLICATIONS in LB / ACRE / APPLICATION, AVG","FERTILIZER: (SULFUR)APPLICATIONS in LB / ACRE / YEAR, AVG","FERTILIZER: (SULFUR)APPLICATIONS in NUMBER, AVG","FERTILIZER: (SULFUR)TREATED in PCT OF AREA PLANTED, AVG"
2002,TENNESSEE,14500000.0,27.0,30.0,1.1,42.0,31100000.0,54.0,57.0,1.0,73.0,73.0,1.0,57.0,,,,
2002,VIRGINIA,3600000.0,29.0,29.0,1.0,25.0,7300000.0,44.0,46.0,1.0,80.0,83.0,1.0,46.0,,,,
2002,WISCONSIN,9200000.0,14.0,15.0,1.0,40.0,18900000.0,35.0,35.0,1.0,73.0,73.0,1.0,48.0,,,,
2004,ARKANSAS,9300000.0,22.0,31.0,1.4,10.0,67200000.0,42.0,55.0,1.3,61.0,81.0,1.3,38.0,,,,
2004,ILLINOIS,49500000.0,22.0,36.0,1.6,14.0,185100000.0,66.0,103.0,1.6,103.0,164.0,1.6,32.0,,,,
2004,INDIANA,30700000.0,24.0,38.0,1.6,15.0,121400000.0,58.0,88.0,1.5,100.0,150.0,1.5,40.0,,,,
2004,IOWA,38400000.0,24.0,39.0,1.6,10.0,99800000.0,58.0,90.0,1.5,71.0,103.0,1.5,15.0,,,,
2004,KANSAS,22000000.0,19.0,36.0,1.9,22.0,34200000.0,32.0,48.0,1.5,29.0,52.0,1.8,5.0,,,,
2004,MINNESOTA,41300000.0,17.0,30.0,1.7,19.0,81200000.0,39.0,60.0,1.5,46.0,76.0,1.6,16.0,,,,
2004,MISSOURI,23400000.0,16.0,24.0,1.5,20.0,128100000.0,49.0,72.0,1.5,73.0,109.0,1.5,38.0,,,,
2004,NEBRASKA,24600000.0,14.0,20.0,1.4,25.0,76800000.0,41.0,57.0,1.4,27.0,37.0,1.4,7.0,,,,
2004,NORTH DAKOTA,61300000.0,19.0,25.0,1.4,64.0,113100000.0,36.0,48.0,1.3,26.0,39.0,1.5,11.0,,,,
2004,OHIO,19000000.0,14.0,22.0,1.5,20.0,73000000.0,46.0,68.0,1.5,103.0,148.0,1.4,43.0,,,,
2004,SOUTH DAKOTA,38600000.0,15.0,22.0,1.5,42.0,116000000.0,44.0,62.0,1.4,22.0,36.0,1.6,8.0,,,,
2006,ARKANSAS,900000.0,7.0,11.0,1.5,3.0,60400000.0,57.0,57.0,1.0,85.0,85.0,1.0,36.0,,,,
2006,ILLINOIS,18100000.0,15.0,16.0,1.1,11.0,96000000.0,53.0,58.0,1.1,91.0,94.0,1.0,31.0,,,,
2006,INDIANA,15200000.0,16.0,17.0,1.0,16.0,54600000.0,44.0,47.0,1.1,96.0,98.0,1.0,32.0,,,,
2006,IOWA,10800000.0,14.0,14.0,1.0,7.0,64400000.0,54.0,54.0,1.0,85.0,85.0,1.0,20.0,7.0,7.0,1.0,1.0
2006,KANSAS,10500000.0,14.0,16.0,1.1,21.0,32000000.0,40.0,41.0,1.0,35.0,35.0,1.0,8.0,,,,
2006,KENTUCKY,14600000.0,32.0,38.0,1.2,28.0,35300000.0,63.0,64.0,1.0,75.0,78.0,1.0,41.0,,,,
2006,LOUISIANA,400000.0,13.0,13.0,1.0,4.0,4900000.0,44.0,44.0,1.0,67.0,67.0,1.0,16.0,,,,
2006,MICHIGAN,5900000.0,9.0,11.0,1.2,28.0,19500000.0,30.0,35.0,1.2,75.0,87.0,1.2,56.0,3.0,3.0,1.0,3.0
2006,MINNESOTA,15300000.0,13.0,13.0,1.0,16.0,53200000.0,40.0,40.0,1.0,48.0,49.0,1.0,16.0,,,,
2006,MISSISSIPPI,1000000.0,10.0,10.0,1.0,6.0,9000000.0,37.0,37.0,1.0,83.0,83.0,1.0,19.0,,,,
2006,MISSOURI,10900000.0,18.0,18.0,1.0,12.0,45700000.0,46.0,46.0,1.0,67.0,67.0,1.0,22.0,,,,
2006,NEBRASKA,20200000.0,12.0,13.0,1.0,32.0,70400000.0,43.0,43.0,1.0,25.0,25.0,1.0,12.0,13.0,13.0,1.1,12.0
2006,NORTH CAROLINA,11000000.0,20.0,21.0,1.0,39.0,25600000.0,43.0,44.0,1.0,82.0,84.0,1.0,44.0,,,,
2006,NORTH DAKOTA,22600000.0,12.0,13.0,1.1,43.0,58300000.0,36.0,36.0,1.0,15.0,15.0,1.0,3.0,,,,
2006,OHIO,11900000.0,13.0,14.0,1.0,19.0,40500000.0,43.0,43.0,1.0,93.0,93.0,1.0,40.0,16.0,17.0,1.1,2.0
2006,SOUTH DAKOTA,19700000.0,17.0,17.0,1.0,29.0,49400000.0,40.0,40.0,1.0,27.0,27.0,1.0,8.0,,,,
2006,TENNESSEE,12000000.0,25.0,25.0,1.0,42.0,28100000.0,50.0,51.0,1.0,86.0,88.0,1.0,63.0,8.0,8.0,1.0,8.0
2006,VIRGINIA,3900000.0,24.0,24.0,1.0,32.0,7400000.0,42.0,42.0,1.0,76.0,76.0,1.0,39.0,14.0,14.0,1.0,4.0
2006,WISCONSIN,7400000.0,14.0,15.0,1.1,31.0,18000000.0,32.0,33.0,1.0,79.0,81.0,1.0,55.0,13.0,13.0,1.0,10.0
2012,ARKANSAS,8500000.0,23.0,37.0,1.6,7.0,84200000.0,52.0,54.0,1.1,81.0,88.0,1.1,53.0,0.0,0.0,0.0,0.0
2012,ILLINOIS,44700000.0,24.0,26.0,1.1,19.0,148800000.0,69.0,70.0,1.0,107.0,109.0,1.0,39.0,22.0,25.0,1.2,4.0
2012,INDIANA,13800000.0,14.0,15.0,1.0,18.0,83900000.0,53.0,54.0,1.0,90.0,93.0,1.0,47.0,,,,
2012,IOWA,19200000.0,15.0,16.0,1.0,13.0,134500000.0,55.0,55.0,1.0,78.0,79.0,1.0,36.0,14.0,14.0,1.0,7.0
2012,KANSAS,14700000.0,12.0,13.0,1.1,29.0,44000000.0,34.0,35.0,1.1,43.0,43.0,1.0,14.0,9.0,9.0,1.0,3.0
2012,KENTUCKY,5100000.0,14.0,14.0,1.0,24.0,34600000.0,53.0,53.0,1.0,81.0,81.0,1.0,54.0,0.0,0.0,0.0,0.0
2012,LOUISIANA,900000.0,13.0,13.0,1.0,6.0,10300000.0,41.0,41.0,1.0,65.0,65.0,1.0,24.0,0.0,0.0,0.0,0.0
2012,MICHIGAN,11200000.0,11.0,13.0,1.1,44.0,30400000.0,32.0,36.0,1.1,70.0,78.0,1.1,69.0,0.0,0.0,0.0,0.0
2012,MINNESOTA,24000000.0,11.0,13.0,1.1,27.0,80200000.0,37.0,38.0,1.0,52.0,54.0,1.0,27.0,9.0,10.0,1.2,6.0
2012,MISSISSIPPI,6200000.0,16.0,23.0,1.4,14.0,12000000.0,46.0,46.0,1.0,86.0,86.0,1.0,26.0,0.0,0.0,0.0,0.0
2012,MISSOURI,23300000.0,17.0,18.0,1.1,24.0,130400000.0,52.0,53.0,1.0,75.0,76.0,1.0,46.0,7.0,7.0,1.0,8.0
2012,NEBRASKA,27400000.0,11.0,13.0,1.1,42.0,129600000.0,49.0,50.0,1.0,33.0,36.0,1.1,14.0,8.0,9.0,1.1,21.0
2012,NORTH CAROLINA,15800000.0,19.0,20.0,1.0,50.0,31600000.0,43.0,45.0,1.0,72.0,83.0,1.2,61.0,9.0,9.0,1.0,16.0
2012,NORTH DAKOTA,27300000.0,11.0,11.0,1.0,51.0,106000000.0,36.0,37.0,1.0,19.0,19.0,1.0,14.0,7.0,7.0,1.0,3.0
2012,OHIO,17200000.0,15.0,15.0,1.0,25.0,74100000.0,51.0,52.0,1.0,98.0,100.0,1.0,58.0,11.0,11.0,1.0,4.0
2012,SOUTH DAKOTA,25400000.0,13.0,13.0,1.0,43.0,110500000.0,47.0,47.0,1.0,33.0,33.0,1.0,22.0,10.0,10.0,1.0,2.0
2012,TENNESSEE,15700000.0,24.0,26.0,1.1,48.0,45400000.0,51.0,53.0,1.0,76.0,81.0,1.1,72.0,17.0,20.0,1.2,13.0
2012,VIRGINIA,7300000.0,22.0,23.0,1.1,53.0,13300000.0,45.0,45.0,1.0,83.0,83.0,1.0,56.0,30.0,30.0,1.0,9.0
2012,WISCONSIN,13400000.0,15.0,17.0,1.2,45.0,25500000.0,34.0,35.0,1.0,87.0,90.0,1.0,75.0,24.0,24.0,1.0,28.0
2015,ARKANSAS,0.0,0.0,0.0,0.0,0.0,113600000.0,58.0,60.0,1.0,77.0,82.0,1.1,64.0,0.0,0.0,0.0,0.0
2015,ILLINOIS,53200000.0,23.0,26.0,1.1,21.0,190300000.0,66.0,69.0,1.0,109.0,114.0,1.0,44.0,16.0,16.0,1.0,3.0
2015,INDIANA,35900000.0,15.0,18.0,1.2,35.0,115900000.0,48.0,54.0,1.1,104.0,113.0,1.1,50.0,6.0,7.0,1.2,6.0
2015,IOWA,32100000.0,21.0,21.0,1.0,15.0,156800000.0,53.0,54.0,1.0,84.0,84.0,1.0,32.0,14.0,14.0,1.0,5.0
2015,KANSAS,18900000.0,14.0,15.0,1.1,33.0,45300000.0,30.0,32.0,1.0,29.0,29.0,1.0,20.0,5.0,5.0,1.0,12.0
2015,KENTUCKY,17800000.0,24.0,26.0,1.1,37.0,59600000.0,58.0,60.0,1.0,75.0,79.0,1.1,58.0,12.0,12.0,1.0,4.0
2015,LOUISIANA,0.0,0.0,0.0,0.0,0.0,22000000.0,53.0,53.0,1.0,67.0,67.0,1.0,29.0,18.0,18.0,1.0,7.0
2015,MICHIGAN,10200000.0,10.0,14.0,1.4,36.0,27500000.0,30.0,41.0,1.3,65.0,85.0,1.3,49.0,7.0,8.0,1.1,11.0
2015,MINNESOTA,19400000.0,13.0,14.0,1.1,19.0,102700000.0,49.0,50.0,1.0,58.0,60.0,1.0,29.0,9.0,10.0,1.1,6.0
2015,MISSISSIPPI,2700000.0,15.0,15.0,1.0,8.0,37600000.0,60.0,62.0,1.0,90.0,90.0,1.0,33.0,0.0,0.0,0.0,0.0
2015,MISSOURI,16800000.0,17.0,18.0,1.1,20.0,103100000.0,55.0,55.0,1.0,76.0,76.0,1.0,46.0,14.0,15.0,1.1,7.0
2015,NEBRASKA,30500000.0,13.0,16.0,1.2,36.0,115800000.0,45.0,48.0,1.1,29.0,30.0,1.0,15.0,13.0,15.0,1.1,25.0
2015,NORTH CAROLINA,21800000.0,20.0,22.0,1.1,53.0,42000000.0,46.0,47.0,1.0,81.0,84.0,1.0,64.0,14.0,14.0,1.0,12.0
2015,NORTH DAKOTA,28000000.0,9.0,10.0,1.1,48.0,114000000.0,37.0,39.0,1.0,28.0,29.0,1.0,14.0,9.0,10.0,1.0,13.0
2015,OHIO,25900000.0,15.0,17.0,1.1,32.0,82300000.0,46.0,51.0,1.1,93.0,100.0,1.1,49.0,17.0,17.0,1.0,4.0
2015,SOUTH DAKOTA,22300000.0,10.0,11.0,1.1,41.0,102500000.0,38.0,40.0,1.1,26.0,26.0,1.0,27.0,8.0,8.0,1.0,4.0
2015,TENNESSEE,22100000.0,24.0,26.0,1.1,48.0,78100000.0,65.0,67.0,1.0,93.0,96.0,1.0,70.0,10.0,10.0,1.0,17.0
2015,VIRGINIA,9200000.0,22.0,25.0,1.2,58.0,19600000.0,48.0,49.0,1.0,79.0,82.0,1.0,79.0,12.0,13.0,1.1,25.0
2015,WISCONSIN,13100000.0,15.0,18.0,1.2,39.0,34400000.0,40.0,42.0,1.1,80.0,87.0,1.1,71.0,12.0,13.0,1.0,29.0
2017,ARKANSAS,18900000.0,35.0,42.0,1.2,13.0,106700000.0,56.0,59.0,1.0,93.0,98.0,1.1,59.0,33.0,33.0,1.0,2.0
2017,ILLINOIS,63800000.0,22.0,24.0,1.1,25.0,279800000.0,72.0,73.0,1.0,123.0,127.0,1.0,53.0,13.0,13.0,1.0,5.0
2017,INDIANA,57300000.0,24.0,31.0,1.3,31.0,144200000.0,59.0,62.0,1.0,110.0,114.0,1.0,62.0,15.0,22.0,1.4,6.0
2017,IOWA,14400000.0,12.0,12.0,1.0,13.0,145000000.0,62.0,62.0,1.0,103.0,104.0,1.0,34.0,13.0,13.0,1.0,6.0
2017,KANSAS,40600000.0,15.0,16.0,1.0,49.0,118000000.0,42.0,42.0,1.0,47.0,48.0,1.0,26.0,7.0,7.0,1.0,14.0
2017,KENTUCKY,13700000.0,24.0,25.0,1.1,28.0,94400000.0,71.0,71.0,1.0,93.0,95.0,1.0,70.0,18.0,19.0,1.0,7.0
2017,MICHIGAN,15900000.0,11.0,15.0,1.3,48.0,49200000.0,38.0,44.0,1.2,72.0,84.0,1.2,74.0,5.0,7.0,1.5,11.0
2017,MINNESOTA,35200000.0,15.0,16.0,1.1,26.0,95000000.0,40.0,41.0,1.0,57.0,59.0,1.0,34.0,9.0,10.0,1.1,6.0
2017,MISSISSIPPI,700000.0,7.0,9.0,1.3,4.0,20600000.0,56.0,56.0,1.0,78.0,81.0,1.0,38.0,20.0,20.0,1.0,4.0
2017,MISSOURI,32400000.0,26.0,26.0,1.0,20.0,143900000.0,52.0,52.0,1.0,81.0,83.0,1.0,55.0,10.0,11.0,1.1,11.0
2017,NEBRASKA,34400000.0,13.0,14.0,1.1,43.0,128100000.0,46.0,49.0,1.1,30.0,32.0,1.0,16.0,13.0,13.0,1.0,19.0
2017,NORTH CAROLINA,20300000.0,20.0,22.0,1.1,54.0,30100000.0,36.0,39.0,1.1,72.0,78.0,1.1,72.0,14.0,17.0,1.2,15.0
2017,NORTH DAKOTA,48700000.0,14.0,15.0,1.1,45.0,167400000.0,46.0,47.0,1.0,23.0,24.0,1.0,11.0,14.0,15.0,1.1,12.0
2017,OHIO,25200000.0,14.0,16.0,1.1,32.0,72000000.0,46.0,47.0,1.0,101.0,107.0,1.1,61.0,26.0,38.0,1.5,8.0
2017,SOUTH DAKOTA,22400000.0,10.0,10.0,1.0,40.0,124100000.0,38.0,40.0,1.0,34.0,34.0,1.0,26.0,23.0,23.0,1.0,4.0
2017,WISCONSIN,24300000.0,15.0,19.0,1.3,59.0,52500000.0,39.0,43.0,1.1,86.0,91.0,1.1,80.0,11.0,14.0,1.2,31.0
2018,ARKANSAS,8100000.0,34.0,35.0,1.0,7.0,113300000.0,66.0,68.0,1.0,83.0,85.0,1.0,56.0,17.0,17.0,1.0,7.0
2018,ILLINOIS,60000000.0,19.0,22.0,1.2,25.0,350600000.0,68.0,75.0,1.1,105.0,111.0,1.1,61.0,12.0,17.0,1.3,5.0
2018,INDIANA,32000000.0,17.0,19.0,1.2,28.0,111100000.0,56.0,56.0,1.0,103.0,105.0,1.0,50.0,5.0,5.0,1.1,10.0
2018,IOWA,17200000.0,10.0,14.0,1.4,13.0,125900000.0,55.0,59.0,1.1,86.0,86.0,1.0,32.0,17.0,20.0,1.2,8.0
2018,KANSAS,22800000.0,15.0,17.0,1.1,29.0,76900000.0,41.0,43.0,1.1,50.0,57.0,1.2,18.0,10.0,10.0,1.0,10.0
2018,KENTUCKY,21300000.0,30.0,33.0,1.1,32.0,109900000.0,74.0,74.0,1.0,107.0,109.0,1.0,85.0,28.0,31.0,1.1,5.0
2018,LOUISIANA,4300000.0,31.0,33.0,1.0,10.0,31100000.0,57.0,57.0,1.0,71.0,75.0,1.1,51.0,15.0,15.0,1.0,10.0
2018,MICHIGAN,16900000.0,13.0,15.0,1.2,50.0,45700000.0,40.0,42.0,1.1,82.0,88.0,1.1,77.0,19.0,21.0,1.1,18.0
2018,MINNESOTA,32800000.0,13.0,14.0,1.1,29.0,124900000.0,46.0,46.0,1.0,68.0,68.0,1.0,36.0,12.0,13.0,1.1,11.0
2018,MISSISSIPPI,2600000.0,18.0,21.0,1.2,6.0,43800000.0,63.0,63.0,1.0,100.0,103.0,1.0,44.0,12.0,12.0,1.0,6.0
2018,MISSOURI,11600000.0,17.0,18.0,1.1,11.0,89100000.0,44.0,46.0,1.0,75.0,75.0,1.0,44.0,9.0,9.0,1.0,6.0
2018,NEBRASKA,29500000.0,14.0,14.0,1.0,36.0,154200000.0,61.0,62.0,1.0,48.0,51.0,1.1,18.0,11.0,11.0,1.0,17.0
2018,NORTH CAROLINA,17500000.0,19.0,23.0,1.2,46.0,28400000.0,35.0,39.0,1.1,68.0,73.0,1.1,70.0,18.0,20.0,1.1,9.0
2018,NORTH DAKOTA,39100000.0,10.0,10.0,1.0,55.0,145700000.0,34.0,34.0,1.0,16.0,16.0,1.0,18.0,8.0,8.0,1.0,12.0
2018,OHIO,22800000.0,12.0,14.0,1.1,33.0,107500000.0,58.0,59.0,1.0,97.0,103.0,1.1,57.0,5.0,8.0,1.5,4.0
2018,SOUTH DAKOTA,28900000.0,11.0,12.0,1.1,42.0,141400000.0,45.0,46.0,1.0,33.0,34.0,1.0,28.0,8.0,8.0,1.0,13.0
2018,TENNESSEE,26700000.0,24.0,24.0,1.0,65.0,89300000.0,67.0,69.0,1.0,85.0,87.0,1.0,72.0,9.0,9.0,1.0,21.0
2018,VIRGINIA,6300000.0,19.0,20.0,1.1,53.0,15400000.0,45.0,46.0,1.0,86.0,89.0,1.0,65.0,7.0,7.0,1.0,27.0
2018,WISCONSIN,15900000.0,16.0,20.0,1.3,37.0,70000000.0,62.0,63.0,1.0,105.0,106.0,1.0,74.0,17.0,19.0,1.1,29.0
